Player,Injury,Start Date,Return Date,Days Missed,Standardized Injury
 Luguentz Dort,placed on IL with sprained left ankle,2023-12-11,2023-12-13,2,placed on IL with strained left calf (P)
 Luguentz Dort,placed on IL with illness,2024-01-18,2024-01-20,2,placed on IL with illness
 Luka Doncic,placed on IL with sprained right ankle,2024-01-10,2024-01-17,7,placed on IL with right high ankle sprain
 Luka Doncic,placed on IL with quadriceps injury,2023-12-21,2023-12-23,2,placed on IL with quadriceps injury
 Luka Doncic,placed on IL with right ankle injury,2024-01-05,2024-01-07,2,placed on IL with ankle injury / rest
 Luka Doncic,placed on IL with bruised left quadriceps,2023-12-28,2023-12-30,2,placed on IL with bruised left quadriceps
 Luka Doncic,placed on IL with sprained right ankle,2024-01-31,2024-02-02,2,placed on IL with right high ankle sprain
 Luka Doncic,placed on IL with sore right knee,2024-04-05,2024-04-07,2,placed on IL with sore right ankle/heel
 Luka Doncic,placed on IL with right wrist injury,2024-11-21,2024-12-01,10,placed on IL with right wrist injury
 Luka Doncic,placed on IL with bruised right knee,2024-11-17,2024-11-19,2,placed on IL with bruised tibia in right leg
 Luka Doncic,placed on IL with sore left ankle,2024-04-12,2024-04-21,9,placed on IL with surgery on left ankle
 Luka Doncic,placed on IL with bruised left heel,2024-12-19,2024-12-23,4,placed on IL with bruised head
 Luka Doncic,placed on IL with left hamstring injury,2024-03-14,2024-03-17,3,placed on IL with left hamstring injury
 Luka Garza,placed on IL with lower back spasms,2024-01-03,2024-01-05,2,placed on IL with back spasms
 Luka Garza,placed on IL with sprained left ankle,2024-12-21,2025-01-06,16,placed on IL with strained left calf (P)
 Luka Samanic,placed on IL with illness,2023-12-13,2023-12-18,5,placed on IL with illness
 Luke Kennard,placed on IL with sore left knee,2024-01-27,2024-02-02,6,placed on IL with sore left/right knee
 Luke Kennard,illness (DTD),2024-02-08,2024-02-09,1,illness (DTD)
 Luke Kennard,placed on IL with illness,2024-12-05,2024-12-13,8,placed on IL with illness
 Luke Kennard,placed on IL with concussion protocols,2023-10-26,2023-10-31,5,placed on IL with concussion protocol
 Luke Kennard,placed on IL with illness,2024-02-27,2024-03-02,4,placed on IL with illness
 Luke Kennard,placed on IL with foot injury,2024-10-21,2024-11-06,16,placed on IL with glute injury
 Luke Kennard,sore left knee (DTD),2024-03-08,2024-03-10,2,sore left knee (DTD)
 Luke Kennard,sore right hamstring (DTD),2025-01-04,2025-01-06,2,strained right hamstring (DTD)
 Luke Kennard,placed on IL with right thigh injury,2024-01-24,2024-01-25,1,placed on IL with right shoulder injury
 Luke Kennard,placed on IL with bruised left knee,2023-11-17,2023-12-31,44,placed on IL with bone bruise in left knee
 Luke Kennard,sore left knee (DTD),2024-02-15,2024-02-22,7,sore left knee (DTD)
 Luke Kornet,placed on IL with left adductor injury,2023-12-15,2023-12-25,10,placed on IL with right adductor injury
 Luke Kornet,placed on IL with tightness in left hamstring,2024-01-29,2024-02-04,6,placed on IL with tightness in right hamstring
 Luke Kornet,placed on IL with strained right calf,2024-04-20,2024-04-27,7,placed on IL with strained right rotator cuff
 Luke Kornet,placed on IL with sprained left wrist,2024-05-25,2024-05-27,2,placed on IL with strained left thigh
 Luke Kornet,hamstring injury (DTD),2024-11-08,2024-11-10,2,left hamstring injury (DTD)
 Luke Kornet,placed on IL with tightness in right hamstring,2024-11-24,2024-11-29,5,placed on IL with tightness in right hamstring
 Malachi Flynn,placed on IL with sprained right ankle,2023-12-31,2024-01-05,5,placed on IL with right high ankle sprain
 Malaki Branham,placed on IL with sprained right ankle,2024-11-09,2024-11-13,4,placed on IL with right high ankle sprain
 Malaki Branham,sprained right ankle (DTD),2024-01-04,2024-01-07,3,sprained right hand (DTD)
 Malcolm Brogdon,groin injury (DTD),2024-01-14,2024-01-17,3,right groin injury (DTD)
 Malcolm Brogdon,placed on IL with sore right knee,2023-12-08,2023-12-14,6,placed on IL with sore right ankle/heel
 Malcolm Brogdon,placed on IL with strained left hamstring,2023-11-12,2023-11-20,8,placed on IL with strained left adductor
 Malcolm Brogdon,placed on IL with strained right forearm,2023-05-27,2023-05-29,2,placed on IL with strained right middle finger
 Malcolm Brogdon,placed on IL with bruised right knee,2024-01-26,2024-01-28,2,placed on IL with bruised tibia in right leg
 Malcolm Brogdon,placed on IL with illness,2024-02-08,2024-02-11,3,placed on IL with illness
 Malcolm Brogdon,placed on IL with left hamstring injury,2024-12-08,2024-12-19,11,placed on IL with left hamstring injury
 Malcolm Brogdon,placed on IL with right foot injury,2025-01-06,2025-02-01,26,placed on IL with right foot injury (DTD)
 Malcolm Brogdon,placed on IL recovering from surgery on right thumb to repair torn ligament,2024-10-24,2024-11-16,23,placed on IL recovering from surgery on right thumb to repair torn ligament
 Malcolm Brogdon,placed on IL with bruised right knee,2024-02-04,2024-02-07,3,placed on IL with bruised tibia in right leg
 Malik Beasley,placed on IL with back spasms,2024-03-14,2024-03-17,3,placed on IL with back spasms
 Malik Beasley,placed on IL with illness,2023-12-16,2023-12-18,2,placed on IL with illness
 Malik Monk,placed on IL with right foot injury,2023-12-23,2023-12-26,3,placed on IL with right foot injury (DTD)
 Malik Monk,placed on IL with sore right groin,2025-01-14,2025-01-16,2,placed on IL with sore right groin/hamstring
 Malik Monk,placed on IL with sprained right ankle,2024-11-11,2024-11-25,14,placed on IL with right high ankle sprain
 MarJon Beauchamp,placed on IL with back spasms,2024-03-12,2024-03-20,8,placed on IL with back spasms
 MarJon Beauchamp,placed on IL with sprained right ankle,2024-04-05,2024-04-12,7,placed on IL with right high ankle sprain
 MarJon Beauchamp,placed on IL with illness,2023-10-30,2023-11-01,2,placed on IL with illness
 MarJon Beauchamp,placed on IL with illness,2024-01-01,2024-01-02,1,placed on IL with illness
 MarJon Beauchamp,placed on IL with illness,2025-01-17,2025-01-21,4,placed on IL with illness
 MarJon Beauchamp,placed on IL with neck spasms,2024-12-03,2024-12-06,3,placed on IL with back spasms
 MarJon Beauchamp,placed on IL with illness,2024-11-03,2024-11-06,3,placed on IL with illness
 MarJon Beauchamp,placed on IL with left foot injury,2024-03-04,2024-03-06,2,placed on IL with left forearm injury
 MarJon Beauchamp,placed on IL with sprained right ankle,2023-11-17,2023-11-22,5,placed on IL with right high ankle sprain
 Marcus Morris,placed on IL with illness,2023-12-18,2023-12-20,2,placed on IL with illness
 Marcus Morris,placed on IL with plantar fasciitis in left foot,2024-02-01,2024-02-03,2,placed on IL with plantar fasciitis in left foot (DTD)
 Marcus Morris,placed on IL with plantar fasciitis in left foot,2024-01-22,2024-01-27,5,placed on IL with plantar fasciitis in left foot (DTD)
 Marcus Sasser,illness (DTD),2024-03-29,2024-04-03,5,illness (DTD)
 Marcus Sasser,placed on IL with sore right knee,2024-02-24,2024-03-03,8,placed on IL with sore right ankle/heel
 Marcus Smart,placed on IL with right index finger injury,2024-12-22,2025-02-05,45,placed on IL with left index finger injury
 Marcus Smart,placed on IL with sprained left foot,2023-11-17,2023-12-26,39,placed on IL with sprained left foot
 Marcus Smart,placed on IL with sore left shoulder,2024-12-19,2024-12-21,2,placed on IL with left shoulder subluxation
 Marcus Smart,sprained right ankle (DTD),2024-10-31,2024-11-10,10,sprained right hand (DTD)
 Marcus Smart,placed on IL with illness,2024-11-17,2024-11-24,7,placed on IL with illness
 Marcus Thornton (T.),placed on IL,2015-02-20,2015-02-23,3,placed on IL
 Mark Williams,left foot injury (DTD),2024-12-08,2024-12-13,5,left calf injury (DTD)
 Mark Williams,placed on IL with right foot injury,2025-01-25,2025-01-26,1,placed on IL with right foot injury (DTD)
 Mark Williams,placed on IL with left foot injury,2025-01-29,2025-02-01,3,placed on IL with left forearm injury
 Mark Williams,placed on IL with bruised lower back,2023-12-06,2023-12-08,2,placed on IL with bruised/sore lower back
 Mark Williams,placed on IL with foot injury,2024-10-22,2024-12-03,42,placed on IL with glute injury
 Mark Williams,placed on IL with foot injury,2024-12-20,2024-12-22,2,placed on IL with glute injury
 Markelle Fultz,placed on IL with left knee injury,2023-11-04,2023-11-09,5,"placed on IL with left ankle, knee injuries"
 Markelle Fultz,placed on IL with left knee tendinitis,2023-11-14,2024-01-07,54,placed on IL with left knee tendinitis
 Markelle Fultz,placed on IL with left knee injury,2024-02-14,2024-02-25,11,"placed on IL with left ankle, knee injuries"
 Markelle Fultz,placed on IL with left knee injury,2024-03-05,2024-03-06,1,"placed on IL with left ankle, knee injuries"
 Markelle Fultz,placed on IL with left knee injury,2024-03-29,2024-03-30,1,"placed on IL with left ankle, knee injuries"
 Markelle Fultz,placed on IL with left knee injury,2024-01-13,2024-01-14,1,"placed on IL with left ankle, knee injuries"
 Markelle Fultz,placed on IL with strained left knee,2024-03-10,2024-03-12,2,placed on IL with strained left knee/quadriceps
 Markelle Fultz,placed on IL with left knee injury,2024-01-29,2024-01-30,1,"placed on IL with left ankle, knee injuries"
 Markieff Morris,placed on IL with illness,2025-01-09,2025-01-11,2,placed on IL with illness
 Markieff Morris,placed on IL with illness,2024-01-05,2024-01-07,2,placed on IL with illness
 Markieff Morris,illness (DTD),2023-11-03,2023-11-05,2,illness (DTD)
 Marvin Bagley III,lower back spasms (DTD),2023-12-11,2023-12-16,5,lower back spasms (DTD)
 Marvin Bagley III,placed on IL with bruised lower back,2024-02-02,2024-02-10,8,placed on IL with bruised/sore lower back
 Marvin Bagley III,placed on IL with lower back spasms,2024-03-05,2024-03-22,17,placed on IL with back spasms
 Marvin Bagley III,illness (DTD),2024-11-04,2024-11-08,4,illness (DTD)
 Mason Plumlee,placed on IL with sprained MCL in left knee,2023-11-07,2024-01-01,55,placed on IL with sprained left index finger
 Matas Buzelis,placed on IL with illness,2024-12-26,2024-12-28,2,placed on IL with illness
 Matisse Thybulle,placed on IL with sprained right foot,2024-01-07,2024-01-09,2,placed on IL with strained tendon in right foot
 Matisse Thybulle,placed on IL with sore right ankle,2024-03-16,2024-03-18,2,placed on IL with right high ankle sprain
 Matisse Thybulle,placed on IL with sore left hip,2024-03-04,2024-03-06,2,placed on IL with sore foot
 Matisse Thybulle,placed on IL with right ankle impingement,2024-03-20,2024-03-29,9,placed on IL with right ankle impingement
 Matisse Thybulle,illness (DTD),2024-01-14,2024-01-16,2,illness (DTD)
 Matt Ryan,placed on IL with strained right calf,2023-11-20,2023-12-02,12,placed on IL with strained right rotator cuff
 Matt Ryan,"placed on IL with sore right elbow, various injuries",2023-12-02,2024-01-26,55,"placed on IL with sore right elbow, various injuries"
 Max Christie,placed on IL with sprained right ankle,2024-02-13,2024-02-22,9,placed on IL with right high ankle sprain
 Max Strus,placed on IL with strained ligament in right knee,2024-03-04,2024-03-27,23,placed on IL with strained ligament in right knee
 Max Strus,placed on IL with sprained ankle,2024-10-19,2024-12-20,62,placed on IL with sore/sprained ankles
 Max Strus,placed on IL with right ankle injury,2024-12-21,2024-12-22,1,placed on IL with ankle injury / rest
 Maximilian Kleber / Maxi Kleber,placed on IL with illness,2024-12-07,2024-12-14,7,placed on IL with illness
 Maximilian Kleber / Maxi Kleber,placed on IL with strained right hamstring,2024-10-28,2024-11-10,13,placed on IL with sore right groin/hamstring
 Maximilian Kleber / Maxi Kleber,placed on IL with dislocated right shoulder,2024-05-04,2024-05-28,24,placed on IL with dislocated right shoulder
 Maximilian Kleber / Maxi Kleber,placed on IL with lower back spasms,2024-04-13,2024-04-20,7,placed on IL with back spasms
 Maximilian Kleber / Maxi Kleber,back spasms (DTD),2024-04-05,2024-04-07,2,lower back spasms (DTD)
 Maximilian Kleber / Maxi Kleber,placed on IL with various injuries,2024-02-28,2024-02-29,1,placed on IL with various injuries
 Maximilian Kleber / Maxi Kleber,placed on IL with various injuries,2024-02-14,2024-02-22,8,placed on IL with various injuries
 Maximilian Kleber / Maxi Kleber,placed on IL with dislocated toe,2024-01-26,2024-01-27,1,placed on IL with dislocated right shoulder
 Maximilian Kleber / Maxi Kleber,placed on IL with dislocated toe,2023-11-10,2024-01-13,64,placed on IL with dislocated right shoulder
 Maximilian Kleber / Maxi Kleber,placed on IL with toe injury,2023-11-03,2023-11-08,5,placed on IL with kidney stone
 Maximilian Kleber / Maxi Kleber,placed on IL with fractured rib,2024-12-14,2024-12-19,5,placed on IL with sinus fracture
 Maxwell Lewis,placed on IL with illness,2024-01-24,2024-01-27,3,placed on IL with illness
 Maxwell Lewis,placed on IL with sore left knee,2024-01-11,2024-01-13,2,placed on IL with sore left/right knee
 Micah Potter,placed on IL with illness,2025-01-16,2025-01-20,4,placed on IL with illness
 Micah Potter,placed on IL with illness,2025-01-21,2025-01-25,4,placed on IL with illness
 Micah Potter,placed on IL with illness,2024-12-03,2024-12-05,2,placed on IL with illness
 Michael Porter Jr.,right knee injury (DTD),2024-02-09,2024-02-12,3,right knee injury (DTD)
 Mike Conley Jr.,placed on IL with sprained right thumb,2025-01-30,2025-02-01,2,placed on IL with sprained right big toe
 Mike Conley Jr.,placed on IL with sprained left toe,2024-11-21,2024-11-27,6,placed on IL with turf toe / sprained left toe
 Mike Conley Jr.,sore right Achilles (DTD),2024-05-14,2024-05-16,2,sore right Achilles (DTD)
 Mike Conley Jr.,placed on IL with tightness in left hamstring,2024-01-27,2024-01-31,4,placed on IL with tightness in right hamstring
 Mike Conley Jr.,placed on IL with illness,2024-01-24,2024-01-25,1,placed on IL with illness
 Mike Muscala,placed on IL with concussion protocol,2024-02-01,2024-02-04,3,placed on IL with concussion protocol
 Miles Bridges,placed on IL with back injury,2025-01-24,2025-01-25,1,placed on IL with elbow injury
 Miles Bridges,bruised right wrist (DTD),2024-04-03,2024-04-05,2,bruised right shin (DTD)
 Miles Bridges,placed on IL with bruised right knee,2024-11-07,2024-11-16,9,placed on IL with bruised tibia in right leg
 Miles McBride,illness (DTD),2024-04-12,2024-04-13,1,illness (DTD)
 Miles McBride,illness (DTD),2024-11-15,2024-11-17,2,illness (DTD)
 Miles McBride,tightness in hamstring (DTD),2025-01-01,2025-01-10,9,tightness in right hamstring (DTD)
 Miles McBride,placed on IL with left knee inflammation,2024-11-17,2024-11-25,8,placed on IL with left ankle inflammation
 Mitchell Robinson,placed on IL with sprained left ankle,2024-03-31,2024-04-02,2,placed on IL with strained left calf (P)
 Mitchell Robinson,sprained left ankle (DTD),2024-04-28,2024-04-30,2,sprained left ankle (DTD)
 Mitchell Robinson,placed on IL with surgery on left ankle,2023-12-12,2024-03-27,106,placed on IL with surgery on left ankle
 Mohamed Bamba / Mo Bamba,placed on IL with right knee injury,2024-01-15,2024-01-29,14,placed on IL with meniscus injury in right knee
 Mohamed Bamba / Mo Bamba,placed on IL with sore right knee,2024-02-10,2024-02-12,2,placed on IL with sore right ankle/heel
 Mohamed Bamba / Mo Bamba,placed on IL with illness,2024-04-02,2024-04-04,2,placed on IL with illness
 Mohamed Bamba / Mo Bamba,illness (DTD),2024-04-04,2024-04-07,3,illness (DTD)
 Mohamed Bamba / Mo Bamba,placed on IL with knee injury,2024-10-22,2024-11-16,25,placed on IL with neck injury
 Mohamed Bamba / Mo Bamba,placed on IL with left knee injury,2024-12-08,2024-12-12,4,"placed on IL with left ankle, knee injuries"
